genes,symbol,average_foldchange,DLBC,LUAD,BRCA,ACC,SARC,CESC,LIHC,KIRC,PCPG,BLCA,READ,UCEC,LUSC,UCS,KICH,OV,THCA,KIRP,UVM,HNSC,Description,Protein Functions (ChatGPT),Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000184076.13,UQCR10,0.743090426,1.30285995,0.588219188,0.937401771,1.124570409,0.54082394,1.081788391,0.933279985,1.009199764,0.648160144,1.701368381,0.593514949,0.472781143,0.538316795,0.824817153,0.385235295,0.278271963,0.291562262,0.66120861,0.517872033,0.4305564,"ubiquinol-cytochrome c reductase, complex III subunit X","UQCR10 is a gene that encodes for a subunit of mitochondrial complex III, also known as ubiquinol-cytochrome c reductase. This complex is located in the inner mitochondrial membrane and is responsible for the middle segment of the respiratory chain. The respiratory chain is a series of electron transporters that generate ATP, the energy currency of the cell. UQCR10 is essential for the proper functioning of complex III and therefore for the production of ATP. Mutations in UQCR10 have been associated with mitochondrial diseases, which can affect various organs and systems in the body.","Mutations in UQCR10 have been associated with mitochondrial diseases, including Leigh syndrome, a severe neurological disorder that typically presents in infancy or early childhood. Other mitochondrial diseases associated with UQCR10 mutations include mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes (MELAS) and mitochondrial myopathy. 

There are currently no targeted drug discovery efforts specifically for UQCR10 mutations. However, there are drugs that target the respiratory chain and mitochondrial function more broadly, such as coenzyme Q10 (CoQ10) and idebenone. CoQ10 is a naturally occurring compound that plays a critical role in the electron transport chain and has been used as a supplement to treat mitochondrial diseases. Idebenone is a synthetic analog of CoQ10 that has been shown to improve respiratory chain function and has been approved for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disease that affects the eyes.

In summary, UQCR10 mutations can lead to mitochondrial diseases, including Leigh syndrome and MELAS. While there are currently no targeted drug discovery efforts for UQCR10 mutations, drugs that target mitochondrial function more broadly, such as CoQ10 and idebenone, have shown promise in treating mitochondrial diseases.","GO:0006122 mitochondrial electron transport, ubiquinol to cytochrome c;GO:0019646 aerobic electron transport chain;GO:0042773 ATP synthesis coupled electron transport",,,,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol; 6-Hydroxy-5-undecyl-4,7-benzothiazoledione; Azoxystrobin; 5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione; (5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE; (S)-famoxadone; METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE; 2-Nonyl-4-quinolinol 1-oxide; Ubiquinone Q2",,(M5905)HALLMARK ADIPOGENESIS; (M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000164587.13,RPS14,0.746144643,1.698170143,1.242839825,0.672180103,1.738505827,1.135746008,0.72579341,0.831758315,0.636439014,0.803079837,0.155516524,1.418442213,0.199479931,0.725367367,0.315098696,0.64661343,0.809178185,0.429290918,0.518529546,0.180393677,0.04046989,ribosomal protein S14,"RPS14 is a gene that encodes a ribosomal protein, specifically a component of the 40S subunit. Ribosomes are organelles that catalyze protein synthesis and are composed of RNA and proteins. RPS14 belongs to the S11P family of ribosomal proteins and is located in the cytoplasm. There are multiple processed pseudogenes of this gene dispersed throughout the genome. Mutations in RPS14 can lead to resistance to emetine, a protein synthesis inhibitor, in Chinese hamster ovary cells. Multiple alternatively spliced transcript variants encoding the same protein have been found for this gene.","Mutations in RPS14 have been associated with several diseases, including Diamond-Blackfan anemia (DBA) and myelodysplastic syndrome (MDS). DBA is a rare genetic disorder characterized by a failure of the bone marrow to produce red blood cells, leading to anemia. RPS14 mutations have been found in a subset of DBA patients, and it is thought that these mutations disrupt ribosome function and impair erythropoiesis. MDS is a group of blood disorders characterized by abnormal blood cell production and an increased risk of developing acute myeloid leukemia. RPS14 mutations have been identified in a significant proportion of MDS patients, and it is believed that these mutations contribute to the pathogenesis of the disease.

Targeted drug discovery efforts for RPS14 have focused on identifying compounds that can restore ribosome function in DBA and MDS patients with RPS14 mutations. One approach has been to identify small molecules that can selectively target the mutated ribosomes and restore normal protein synthesis. Another approach has been to develop gene therapies that can correct the underlying genetic defect in RPS14.

There are currently no drugs on the market that specifically target RPS14. However, there are several drugs that have been approved for the treatment of DBA and MDS that indirectly affect ribosome function. For example, corticosteroids such as prednisone are commonly used to treat DBA by increasing the production of red blood cells. These drugs are thought to work by suppressing the immune system and reducing inflammation, which can improve erythropoiesis. In MDS, drugs such as azacitidine and decitabine are used to inhibit DNA methylation and restore normal gene expression. These drugs have been shown to improve blood cell counts and reduce the risk of leukemia in MDS patients.",GO:0000028 ribosomal small subunit assembly;GO:0030490 maturation of SSU-rRNA;GO:0042255 ribosome assembly,,Ribosomal proteins; Human disease related genes:Cardiovascular diseases:Hematologic diseases; Predicted intracellular proteins,Cytosol;Endoplasmic reticulum (Supported),,,(M5922)HALLMARK UNFOLDED PROTEIN RESPONSE
ENSG00000042753.12,AP2S1,0.74917074,1.462556039,1.100205713,0.905314438,1.187531157,1.336820814,1.166401015,0.484453579,0.674077835,1.064075327,0.61652976,0.690635334,0.501741202,0.433037116,0.541494046,0.194469929,0.654475987,0.695064008,0.422711799,0.694378124,0.157441579,adaptor related protein complex 2 subunit sigma 1,"AP2S1 is a gene that encodes the small chain of the AP-2 complex, which is a clathrin-associated adaptor complex that is associated with the plasma membrane. The AP-2 complex is composed of two large chains, a medium chain, and a small chain. Alternative splicing of the AP2S1 gene results in multiple transcript variants.","Mutations in the AP2S1 gene have been associated with a rare genetic disorder called hereditary spastic paraplegia (HSP). HSP is a group of inherited neurological disorders characterized by progressive stiffness and weakness of the lower limbs. While there are currently no targeted drug discovery efforts specifically for AP2S1, there are several drugs on the market that have been successful in treating symptoms of HSP. Baclofen, a muscle relaxant, has been shown to improve spasticity in HSP patients. Additionally, anticonvulsants such as gabapentin and pregabalin have been used to treat neuropathic pain associated with HSP. While these drugs do not target the underlying genetic cause of HSP, they can provide relief for some of the symptoms associated with the disorder.",GO:0098884 postsynaptic neurotransmitter receptor internalization;GO:0140239 postsynaptic endocytosis;GO:0099590 neurotransmitter receptor internalization,,Predicted intracellular proteins; Transporters; Potential drug targets; Disease related genes; Human disease related genes:Congenital disorders of metabolism:Congenital disorders of ion transport and metabolism,,,,(M5910)HALLMARK PROTEIN SECRETION; (M5941)HALLMARK UV RESPONSE UP
ENSG00000105677.12,TMEM147,0.752377406,1.073036255,1.3231478,1.185642702,1.148981484,0.758563952,0.78206528,1.163012833,1.220174508,0.620760513,0.5548348,0.775861837,0.56302995,0.808390117,0.232637743,0.520577636,0.962693486,0.147171299,0.315991166,0.463536445,0.42743832,transmembrane protein 147,"TMEM147 is a human gene that encodes for a transmembrane protein known as transmembrane protein 147. This protein is involved in ribosome binding activity and is located in the endoplasmic reticulum membrane. It is also a part of a protein-containing complex. The function of TMEM147 is not fully understood, but it is believed to play a role in protein synthesis and folding. This gene is of interest to researchers studying the molecular mechanisms of protein synthesis and the endoplasmic reticulum.","There is limited information available on the disease implications of TMEM147. However, recent studies have suggested that mutations in this gene may be associated with certain types of cancer, including breast cancer and lung cancer. Targeted drug discovery efforts for TMEM147 are currently underway, with a focus on developing drugs that can modulate the activity of this protein. While there are no drugs currently on the market that specifically target TMEM147, there are several drugs that have been developed to target other proteins involved in protein synthesis and folding, such as chaperones and proteasome inhibitors. Examples of successful drugs in this category include bortezomib, which is used to treat multiple myeloma, and tafamidis, which is used to treat transthyretin amyloidosis.",GO:0036228 protein localization to nuclear inner membrane;GO:0160063 multi-pass transmembrane protein insertion into ER membrane;GO:0090435 protein localization to nuclear envelope,,Disease related genes; Transporters:Accessory Factors Involved in Transport; Potential drug targets,,,,
ENSG00000142546.14,NOSIP,0.761230745,1.596146886,1.055315667,0.634070036,0.998820938,1.264461176,1.116466669,0.638076587,0.58387091,0.913843571,1.006690737,1.401906906,0.545133182,0.333718434,0.096750075,0.612374518,0.762370245,0.709567403,0.305845451,0.30909635,0.340089168,nitric oxide synthase interacting protein,"The NOSIP gene encodes a protein that may regulate the activity and location of nitric oxide synthase, which is involved in the production of nitric oxide. Alternative splicing of the gene results in multiple transcript variants that produce the same protein.","Research on the NOSIP gene has suggested its potential involvement in various diseases, including cancer, cardiovascular disease, and neurological disorders. For example, studies have shown that NOSIP expression is decreased in certain types of cancer, such as breast and lung cancer, and that its downregulation may contribute to tumor growth and metastasis. Additionally, NOSIP has been implicated in the regulation of blood pressure and vascular function, making it a potential target for the treatment of hypertension and other cardiovascular diseases. In the field of neurology, NOSIP has been linked to the development of Alzheimer's disease and other neurodegenerative disorders.

Despite its potential as a therapeutic target, there are currently no drugs on the market that specifically target NOSIP. However, there have been efforts to develop drugs that modulate the activity of nitric oxide synthase, which is regulated by NOSIP. For example, nitric oxide donors such as nitroglycerin and sodium nitroprusside are used to treat angina and hypertension, respectively. Additionally, inhibitors of nitric oxide synthase, such as L-NAME, have been investigated as potential treatments for conditions such as septic shock and stroke. While these drugs do not directly target NOSIP, they may indirectly modulate its activity by affecting the production of nitric oxide. Overall, further research on the role of NOSIP in disease and the development of targeted therapies may hold promise for improving patient outcomes in a variety of conditions.",GO:0051001 negative regulation of nitric-oxide synthase activity;GO:0032769 negative regulation of monooxygenase activity;GO:0050999 regulation of nitric-oxide synthase activity,,Enzymes; Predicted intracellular proteins; ENZYME proteins:Transferases,Nucleoplasm (Enhanced),,,
ENSG00000132507.18,EIF5A,0.763909676,1.10496301,1.3657824,1.093380584,0.989839737,1.396918465,0.70241865,0.747890273,0.651762656,0.811402033,0.842179887,0.360448326,0.578552248,1.016307111,1.30498229,0.397497058,0.413240552,0.38123889,0.369842077,0.39280282,0.356744443,eukaryotic translation initiation factor 5A,"EIF5A is a human gene that encodes for the eukaryotic translation initiation factor 5A. This gene is involved in various cellular processes, including the response to viruses, regulation of apoptotic signaling pathways, and tumor necrosis factor-mediated signaling pathways. EIF5A is located in the cytoplasm, nucleus, and annulate lamellae, and is part of the nuclear pore. It enables U6 snRNA binding activity and protein N-terminus binding activity. This gene plays an important role in protein synthesis and cellular function, and its dysregulation has been linked to various diseases, including cancer.","Dysregulation of EIF5A has been implicated in various diseases, including cancer, viral infections, and neurodegenerative disorders. In cancer, EIF5A has been shown to promote tumor growth and metastasis, making it a potential target for cancer therapy. Several drug discovery efforts have focused on targeting EIF5A, including the development of small molecule inhibitors and antisense oligonucleotides. One example of a successful drug targeting EIF5A is the small molecule inhibitor, GC7, which has been shown to inhibit tumor growth in preclinical models of cancer. Another example is the antisense oligonucleotide, EZN-2968, which is currently in clinical trials for the treatment of multiple myeloma. These drugs hold promise for the treatment of various diseases associated with EIF5A dysregulation.",GO:0045905 positive regulation of translational termination;GO:0045901 positive regulation of translational elongation;GO:1902255 positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,,Predicted intracellular proteins; Potential drug targets; Disease related genes; Transporters:Transporter channels and pores; Cancer-related genes:Candidate cancer biomarkers,Cytosol (Supported); Additional: Nucleoplasm;Plasma membrane,,,(M5950)HALLMARK ALLOGRAFT REJECTION
ENSG00000128524.5,ATP6V1F,0.768143114,0.699415992,1.110367959,1.022303006,1.445550263,1.090825428,0.797567302,0.729385429,1.603464149,0.744723712,0.918115399,1.004893547,0.51823365,0.798645957,0.496202878,0.719567182,0.474807631,0.275722547,0.46944744,0.400315385,0.043307434,ATPase H+ transporting V1 subunit F,"ATP6V1F is a gene that encodes a component of vacuolar ATPase (V-ATPase), an enzyme that acidifies intracellular organelles in eukaryotic cells. This acidification is necessary for various intracellular processes, including protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain contains the ATP catalytic site and is made up of three A and three B subunits, two G subunits, and the C, D, E, F, and H subunits. The V0 domain consists of five different subunits. ATP6V1F encodes the V1 domain F subunit protein. Multiple genes or alternatively spliced transcript variants encode additional isoforms of many of the V1 and V0 subunit proteins.","There is limited information available on the disease implications of ATP6V1F mutations. However, mutations in other subunits of V-ATPase have been associated with various diseases, including osteopetrosis, renal tubular acidosis, and cancer. Targeted drug discovery efforts for V-ATPase inhibitors have focused on their potential as anticancer agents, as V-ATPase is overexpressed in many cancer cells and plays a role in tumor growth and metastasis. Bafilomycin A1 and concanamycin A are examples of V-ATPase inhibitors that have been studied in preclinical and clinical trials for their anticancer activity. However, their clinical use has been limited due to their toxicity and lack of specificity. More recently, small molecule inhibitors targeting specific subunits of V-ATPase, such as the C subunit, have shown promise as potential anticancer agents with improved specificity and reduced toxicity.",GO:0061795 Golgi lumen acidification;GO:0048388 endosomal lumen acidification;GO:0097401 synaptic vesicle lumen acidification,,Transporters:Primary Active Transporters; Predicted intracellular proteins,,,,(M5941)HALLMARK UV RESPONSE UP; (M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000125652.8,ALKBH7,0.772414725,1.81922005,1.145062302,0.565355038,1.287820929,1.756612357,1.203829904,0.787810841,0.96507525,0.640250285,0.596000583,1.195042578,0.23763258,0.588676974,0.499885114,0.761314851,0.159438025,0.409221163,0.282218264,0.395563932,0.152263487,alkB homolog 7,"ALKBH7 is a human gene that is predicted to have dioxygenase activity and metal ion binding activity. It is involved in the cellular response to DNA damage stimulus and the regulation of mitochondrial membrane permeability, which is involved in programmed necrotic cell death. The gene is located in the mitochondrial matrix.","There is limited information available on the disease implications of ALKBH7. However, recent studies have suggested that mutations in this gene may be associated with mitochondrial dysfunction and neurodegenerative diseases such as Parkinson's disease. Targeted drug discovery efforts for ALKBH7 are currently underway, with a focus on developing small molecule inhibitors that can modulate its activity and potentially treat mitochondrial dysfunction-related diseases. Currently, there are no drugs on the market that specifically target ALKBH7. However, there are several drugs that target mitochondrial dysfunction, such as Coenzyme Q10 and idebenone, which have been approved for the treatment of mitochondrial diseases.",GO:1902445 regulation of mitochondrial membrane permeability involved in programmed necrotic cell death;GO:0097300 programmed necrotic cell death;GO:0010883 regulation of lipid storage,,Predicted intracellular proteins,Mitochondria (Supported),,,
ENSG00000146066.3,HIGD2A,0.773245584,1.555962057,0.980707816,0.892680799,1.740573287,1.265506588,0.694922084,0.816556046,1.14915696,0.701249359,0.406802016,0.551683281,0.414038901,0.44319813,0.006091849,0.507671876,1.157171018,0.542119061,0.579526544,0.854804053,0.204489949,HIG1 hypoxia inducible domain family member 2A,"HIGD2A is a gene that encodes a subunit of the cytochrome c oxidase complex, which is the final enzyme in the mitochondrial respiratory chain. This gene is an inner mitochondrial membrane protein and is similar to the yeast respiratory supercomplex factor 1. In mice, the protein encoded by HIGD2A enhances cell survival in low oxygen conditions.","There is limited information available on the disease implications of HIGD2A. However, some studies have suggested that mutations in this gene may be associated with mitochondrial dysfunction and neurodegenerative diseases such as Alzheimer's and Parkinson's. Targeted drug discovery efforts for HIGD2A are also limited, but some studies have explored the potential of small molecule compounds that can modulate the activity of the cytochrome c oxidase complex, which includes HIGD2A. One example of a successful drug that targets the mitochondrial respiratory chain is idebenone, which is used to treat Leber's hereditary optic neuropathy (LHON), a rare genetic disorder that causes vision loss. Idebenone works by improving mitochondrial function and reducing oxidative stress, which can help to slow the progression of the disease. However, it is not clear whether idebenone or other drugs that target the respiratory chain would be effective for diseases associated with HIGD2A mutations.",GO:0097250 mitochondrial respirasome assembly;GO:0007005 mitochondrion organization;GO:0043066 negative regulation of apoptotic process,,Transporters:Accessory Factors Involved in Transport,Mitochondria (Supported); Additional: Cytosol,,,
ENSG00000168894.10,RNF181,0.773903476,0.898175809,1.204945159,0.826993488,0.80091716,0.978009361,1.1293003,0.697662112,0.430030937,0.904411232,0.99193499,0.724135763,0.797685434,0.86584521,0.861399621,0.385385367,0.817842413,0.868668078,0.662090143,0.247523394,0.385113554,ring finger protein 181,"RNF181 is a human gene that encodes for a protein called ring finger protein 181. This protein has the ability to bind to a complex of two proteins called integrin alpha-IIb and beta-3. Additionally, RNF181 has E3 ubiquitin ligase activity, which means it can attach a small protein called ubiquitin to other proteins, marking them for degradation by the cell. This information was provided by OMIM in December 2008.","Unfortunately, there is currently very limited information available on the disease implications and targeted drug discovery efforts for RNF181. As of now, there are no known diseases or disorders associated with mutations in this gene. Additionally, there are no drugs on the market that specifically target RNF181. However, given its role in binding to integrin alpha-IIb and beta-3, which are involved in platelet aggregation and blood clotting, it is possible that future research may uncover potential therapeutic applications for RNF181 in these areas. Further studies are needed to fully understand the function and potential clinical implications of this gene.",GO:0051865 protein autoubiquitination;GO:0016567 protein ubiquitination;GO:0032446 protein modification by small protein conjugation,,Enzymes; Predicted intracellular proteins; ENZYME proteins:Transferases,Nucleoplasm (Approved); Additional: Cytosol,,,
ENSG00000198258.11,UBL5,0.775346101,1.319434939,1.347507844,1.0180043,1.411009873,1.121058378,0.786269341,0.779972685,0.927759656,0.613989679,0.945739077,0.671629737,0.794026751,0.736513586,0.615480246,0.581438883,0.503644741,0.468735819,0.550646653,0.02240799,0.291651836,ubiquitin like 5,"The UBL5 gene encodes a protein that is similar to ubiquitin but does not degrade proteins. Instead, it affects their function by binding to target proteins through an isopeptide bond. Studies have linked this gene to predisposition to obesity based on its expression in the fat sand rat, an animal model for obesity studies. While variation in this gene has been associated with some metabolic traits, it is not associated with childhood obesity. Pseudogenes of this gene are located on chromosomes 3, 5, and 17, and multiple alternatively spliced variants encoding the same protein have been identified.","There is limited information available on the disease implications of UBL5 gene variations. However, some studies have suggested that UBL5 may play a role in the development of obesity and metabolic disorders. Targeted drug discovery efforts for UBL5 are also limited, as the function of the protein it encodes is not well understood. Currently, there are no drugs on the market that specifically target UBL5. However, there are drugs that target the ubiquitin-proteasome system, which is involved in protein degradation and shares some similarities with UBL5. Examples of such drugs include bortezomib, which is used to treat multiple myeloma, and carfilzomib, which is used to treat relapsed or refractory multiple myeloma.",GO:1903955 positive regulation of protein targeting to mitochondrion;GO:1903749 positive regulation of establishment of protein localization to mitochondrion;GO:1903214 regulation of protein targeting to mitochondrion,,Predicted intracellular proteins,,,,
ENSG00000141552.18,ANAPC11,0.776099825,1.437189576,1.57804888,1.311347696,0.76278068,1.162986884,1.008628344,0.558433356,0.65458495,1.023630773,0.650726923,1.595831215,0.391608751,0.787044853,0.275793943,0.268215643,0.534722471,0.513492215,0.595342382,0.155005475,0.256581489,anaphase promoting complex subunit 11,"ANAPC11 is a human gene that encodes for a protein that enables cullin family protein binding activity and ubiquitin-ubiquitin ligase activity. It contributes to ubiquitin-protein transferase activity and is involved in protein K11-linked ubiquitination. ANAPC11 is located in the nucleolus and nucleoplasm and is part of the anaphase-promoting complex. This gene plays a crucial role in regulating the cell cycle and ensuring proper chromosome segregation during cell division. Mutations in ANAPC11 have been associated with various types of cancer, highlighting its importance in maintaining genomic stability.","ANAPC11 has been implicated in various types of cancer, including breast, lung, and colorectal cancer. In breast cancer, ANAPC11 expression has been found to be significantly upregulated, and its overexpression has been associated with poor prognosis. Targeting ANAPC11 has been explored as a potential therapeutic strategy for cancer treatment. One study found that inhibiting ANAPC11 expression using RNA interference led to decreased cell proliferation and increased apoptosis in breast cancer cells. However, there are currently no drugs specifically targeting ANAPC11 on the market. Nevertheless, several drugs targeting the anaphase-promoting complex, of which ANAPC11 is a component, have been approved for cancer treatment, including bortezomib for multiple myeloma and mantle cell lymphoma, and ixazomib for multiple myeloma.",GO:0045842 positive regulation of mitotic metaphase/anaphase transition;GO:1902101 positive regulation of metaphase/anaphase transition of cell cycle;GO:0141198 protein branched polyubiquitination,,Predicted intracellular proteins,Nucleoplasm (Enhanced); Additional: Nucleoli,,,
ENSG00000261236.8,BOP1,0.777107736,1.08432051,1.071586087,1.724750209,0.700518247,1.414850965,0.883740452,0.761930579,0.671773272,0.594216323,0.628595023,1.565306727,0.797644068,0.428214912,0.396289122,0.67934747,0.141323638,0.338915741,0.374042436,0.862213317,0.42257563,BOP1 ribosomal biogenesis factor,"BOP1 is a human gene that plays a crucial role in ribosomal biogenesis, regulation of cell cycle, and signal transduction by p53 class mediator. It enables RNA binding activity and is located in the chromosome, nucleolus, and nucleoplasm. BOP1 is a part of the PeBoW complex, which is involved in ribosomal large subunit biogenesis. The gene's function is essential for the proper functioning of cells and the production of proteins. Any mutations or dysregulation of BOP1 can lead to various diseases, including cancer.","BOP1 has been implicated in various types of cancer, including breast, lung, and ovarian cancer. Dysregulation of BOP1 expression has been observed in cancer cells, leading to increased cell proliferation and tumor growth. As a result, BOP1 has become a target for drug discovery efforts aimed at developing therapies for cancer treatment. Several small molecule inhibitors of BOP1 have been identified, including CX-5461 and CX-3543, which have shown promising results in preclinical studies. CX-5461 is currently in clinical trials for the treatment of solid tumors and hematological malignancies. Additionally, BOP1 has been identified as a potential biomarker for cancer diagnosis and prognosis, providing further opportunities for targeted drug development.","GO:0000448 cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);GO:0000479 endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);GO:0000463 maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,Predicted intracellular proteins,Nucleoli;Nucleoli rim (Enhanced); Additional: Mitotic chromosome;Nucleoplasm,,,
ENSG00000130520.11,LSM4,0.780047327,0.905189394,1.137371131,1.21119481,0.781720504,1.022333733,0.710041345,0.867902455,1.039062848,0.673175815,0.58059001,0.838283675,0.842854889,0.635236978,1.181324243,0.83299132,0.832427412,0.4528945,0.409352604,0.546807959,0.100190904,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated","LSM4 is a gene that encodes a protein belonging to the LSm family of RNA-binding proteins. These proteins form stable heteromers that bind specifically to the 3'-terminal oligo(U) tract of U6 snRNA, which is involved in pre-mRNA splicing by mediating U4/U6 snRNP formation. The protein may also be associated with mRNA degradation. The gene has multiple isoforms due to alternative splicing.","LSM4 has been implicated in various diseases, including cancer, viral infections, and neurological disorders. In cancer, LSM4 has been shown to be overexpressed in several types of tumors, including breast, lung, and pancreatic cancer, and may play a role in tumor progression and metastasis. In viral infections, LSM4 has been found to interact with viral RNA and proteins, suggesting a potential target for antiviral drug development. In neurological disorders, LSM4 has been linked to amyotrophic lateral sclerosis (ALS) and spinal muscular atrophy (SMA), both of which are characterized by motor neuron degeneration. 

Targeted drug discovery efforts for LSM4 are still in the early stages, but several studies have identified small molecules that can modulate LSM4 expression or activity. For example, a recent study found that a compound called LDC1267 can inhibit LSM4 expression and sensitize cancer cells to chemotherapy. Another study identified a small molecule that can disrupt the interaction between LSM4 and viral RNA, potentially inhibiting viral replication. 

Currently, there are no drugs on the market that specifically target LSM4, but several drugs have been approved for the treatment of diseases that involve LSM4 dysregulation. For example, the drug nusinersen, which was approved by the FDA in 2016 for the treatment of SMA, works by increasing the production of full-length SMN protein, which is involved in pre-mRNA splicing and requires LSM4 for its function. Another drug, called ribociclib, is used to treat breast cancer and works by inhibiting cyclin-dependent kinases, which can lead to downregulation of LSM4 expression.",GO:0033962 P-body assembly;GO:0000387 spliceosomal snRNP assembly;GO:0000956 nuclear-transcribed mRNA catabolic process,,Predicted intracellular proteins,Vesicles (Approved),,,(M5922)HALLMARK UNFOLDED PROTEIN RESPONSE
ENSG00000105393.16,BABAM1,0.780331974,1.532524297,0.827259061,0.941373758,0.785755105,1.10535488,0.970170068,1.129452946,0.979901381,0.82863357,0.43751039,0.771783474,0.690706599,0.353541169,1.402816525,0.552668913,0.768678637,0.547410347,0.484323193,0.037466847,0.459308327,BRISC and BRCA1 A complex member 1,"BABAM1 is a human gene that plays a role in various biological processes, including DNA damage checkpoint signaling, DNA repair, and protein deubiquitination. It is found in both the cytosol and nuclear body and is a member of both the BRCA1-A complex and the BRISC complex. The BRCA1-A complex is involved in DNA repair and tumor suppression, while the BRISC complex is involved in regulating immune responses and inflammation. BABAM1's involvement in these complexes suggests that it may play a role in maintaining genomic stability and preventing the development of cancer.","There is limited information available on the disease implications of BABAM1. However, studies have suggested that mutations in the gene may be associated with an increased risk of breast and ovarian cancer. Targeted drug discovery efforts for BABAM1 are also limited, as the gene is not currently considered a druggable target. However, research on the BRCA1-A complex and the BRISC complex, of which BABAM1 is a member, has led to the development of targeted therapies for breast and ovarian cancer, such as PARP inhibitors. These drugs work by inhibiting the activity of PARP enzymes, which are involved in DNA repair, and can be particularly effective in patients with mutations in BRCA1 or BRCA2 genes. Examples of successful PARP inhibitors on the market include olaparib, rucaparib, and niraparib.",GO:0140861 DNA repair-dependent chromatin remodeling;GO:0071425 hematopoietic stem cell proliferation;GO:0007095 mitotic G2 DNA damage checkpoint signaling,,Predicted intracellular proteins,Nuclear bodies (Enhanced); Additional: Cytosol;Nucleoplasm,,,
ENSG00000106400.12,ZNHIT1,0.78221442,1.645378769,1.20684856,0.774767343,1.068167285,1.051662856,1.166319536,0.610819378,0.899073471,0.845147848,1.032674392,0.336113792,0.890464453,0.790938804,0.710922562,0.641898475,0.237257428,0.547078461,0.592582636,0.384870147,0.211302205,zinc finger HIT-type containing 1,"The human gene ZNHIT1, also known as zinc finger HIT-type containing 1, is predicted to have histone deacetylase binding activity and nucleosome binding activity. It is also predicted to be involved in histone exchange and to act upstream or within several processes, including negative regulation of G0 to G1 transition, negative regulation of transcription by RNA polymerase II, and regulation of histone deacetylation. ZNHIT1 is located in the nucleoplasm.","There is limited information available on the disease implications of ZNHIT1. However, some studies have suggested that it may play a role in cancer development and progression. For example, ZNHIT1 has been found to be downregulated in several types of cancer, including breast, lung, and ovarian cancer. Additionally, ZNHIT1 has been shown to interact with other proteins involved in cancer, such as BRCA1 and p53.

There are currently no targeted drug discovery efforts specifically focused on ZNHIT1. However, there are several drugs on the market that target histone deacetylases (HDACs), which ZNHIT1 is predicted to interact with. HDAC inhibitors have been approved for the treatment of several types of cancer, including lymphoma and multiple myeloma. Examples of HDAC inhibitors include vorinostat (Zolinza), romidepsin (Istodax), and belinostat (Beleodaq).

In summary, while the disease implications of ZNHIT1 are not well understood, it may play a role in cancer development and progression. There are currently no targeted drug discovery efforts focused on ZNHIT1, but HDAC inhibitors have been approved for the treatment of several types of cancer and may indirectly affect ZNHIT1 activity.","GO:1905458 positive regulation of lymphoid progenitor cell differentiation;GO:1902164 positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator;GO:0036335 intestinal stem cell homeostasis",,Predicted intracellular proteins,Nucleoplasm (Approved),,,
